Car_Name,Brand,Model,Variant,Year,Age_Years,Km_Driven,Fuel_Type,Transmission,Owner,Seller_Type,Mileage_kmpl,Engine_CC,Max_Power_BHP,Torque_Nm,Seats,Original_Price_L,Selling_Price_L
Tata Harrier Accomplished 2020,Tata,Harrier,Accomplished,2020,4,67643,Diesel,Automatic,First Owner,Individual,18.5,1956,112.8,284,5,22.49,14.51
Volkswagen Taigun Comfortline 2020,Volkswagen,Taigun,Comfortline,2020,4,37666,Petrol,Manual,First Owner,Dealer,18.7,999,56.0,121,5,11.55,7.92
Maruti WagonR LXI 2015,Maruti,WagonR,LXI,2015,9,80835,Petrol,Manual,First Owner,Dealer,21.4,998,77.1,168,5,5.47,2.48
MG Hector Smart 2020,MG,Hector,Smart,2020,4,34139,Petrol,Manual,First Owner,Individual,21.6,1451,89.5,174,5,14.72,9.98
Tata Altroz XZ+ 2018,Tata,Altroz,XZ+,2018,6,94187,Diesel,Manual,First Owner,Individual,19.8,1497,103.8,220,5,9.99,5.31
Honda City VX 2015,Honda,City,VX,2015,9,143996,Petrol,Automatic,First Owner,Individual,20.3,1498,92.6,217,5,14.49,5.47
Renault Triber RXE 2016,Renault,Triber,RXE,2016,8,40565,Petrol,Manual,Third Owner,Individual,19.2,999,71.2,149,7,5.99,2.29
Maruti Alto K10 VXI 2022,Maruti,Alto K10,VXI,2022,2,14185,Petrol,Manual,First Owner,Dealer,21.2,796,56.1,136,5,4.79,3.92
MG Hector Smart 2017,MG,Hector,Smart,2017,7,65024,Petrol,Manual,Third Owner,Individual,15.0,1451,112.6,243,5,14.72,6.08
Renault Kwid STD 2020,Renault,Kwid,STD,2020,4,42872,Petrol,Manual,First Owner,Individual,14.7,799,53.0,132,5,4.7,3.07
Maruti WagonR VXI 2023,Maruti,WagonR,VXI,2023,1,11488,Petrol,Manual,First Owner,Individual,16.3,998,58.1,109,5,5.99,5.06
Audi Q5 Premium 2015,Audi,Q5,Premium,2015,9,97442,Petrol,Automatic,Second Owner,Dealer,16.0,1984,122.2,291,5,67.81,34.43
Renault Triber RXE 2017,Renault,Triber,RXE,2017,7,72494,Petrol,Manual,Fourth & Above Owner,Individual,17.4,999,65.7,122,7,5.99,2.26
Jeep Compass Sport 2022,Jeep,Compass,Sport,2022,2,19473,Petrol,Manual,Second Owner,Individual,19.4,1368,102.5,228,5,19.95,14.13
Mahindra XUV300 W8 2023,Mahindra,XUV300,W8,2023,1,7954,Diesel,Manual,First Owner,Individual,20.3,1497,85.6,221,5,12.99,11.21
Kia Seltos GTX+ 2014,Kia,Seltos,GTX+,2014,10,124993,Diesel,Automatic,First Owner,Dealer,22.5,1493,106.5,242,5,19.65,9.21
Tata Harrier Accomplished 2018,Tata,Harrier,Accomplished,2018,6,39843,Diesel,Automatic,Third Owner,Individual,19.6,1956,132.1,320,5,22.49,11.12
Skoda Kushaq Style 2022,Skoda,Kushaq,Style,2022,2,29116,Petrol,Automatic,Second Owner,Dealer,15.3,1498,115.6,262,5,17.99,13.05
Maruti Dzire VXI 2019,Maruti,Dzire,VXI,2019,5,58609,Petrol,Manual,First Owner,Trustmark Dealer,14.8,1197,81.5,186,5,7.24,4.68
MG Hector Smart 2014,MG,Hector,Smart,2014,10,134856,Petrol,Manual,First Owner,Individual,16.7,1451,99.8,183,5,14.72,5.63
Toyota Fortuner 4x4 AT 2014,Toyota,Fortuner,4x4 AT,2014,10,102203,Diesel,Automatic,Second Owner,Individual,21.3,2755,215.7,534,7,40.57,19.05
Volkswagen Virtus Topline 2020,Volkswagen,Virtus,Topline,2020,4,48395,Petrol,Automatic,Fourth & Above Owner,Individual,14.2,999,59.3,150,5,16.49,8.21
Hyundai Creta SX 2017,Hyundai,Creta,SX,2017,7,94462,Petrol,Automatic,First Owner,Individual,21.1,1497,111.7,262,5,14.99,7.2
Tata Altroz XZ 2022,Tata,Altroz,XZ,2022,2,21073,Petrol,Manual,Second Owner,Trustmark Dealer,19.6,1199,74.8,144,5,8.4,6.28
Toyota Innova Crysta VX 2022,Toyota,Innova Crysta,VX,2022,2,29953,Diesel,Automatic,First Owner,Individual,21.4,2393,153.2,358,7,24.64,19.35
Mahindra XUV700 AX7 L 2021,Mahindra,XUV700,AX7 L,2021,3,35228,Diesel,Automatic,Second Owner,Dealer,19.0,2184,174.7,386,7,26.99,19.13
Tata Harrier Accomplished 2018,Tata,Harrier,Accomplished,2018,6,52879,Diesel,Automatic,Second Owner,Dealer,25.1,1956,109.9,238,5,22.49,13.11
Toyota Glanza V 2016,Toyota,Glanza,V,2016,8,93353,Petrol,Automatic,First Owner,Dealer,16.2,1197,94.6,222,5,8.99,4.35
Kia Seltos HTX 2019,Kia,Seltos,HTX,2019,5,62196,Petrol,Automatic,Third Owner,Individual,20.7,1497,111.6,288,5,14.99,7.46
MG Hector Sharp 2022,MG,Hector,Sharp,2022,2,27084,Petrol,Automatic,First Owner,Individual,19.5,1451,82.6,178,5,18.99,14.75
Honda City ZX 2023,Honda,City,ZX,2023,1,13535,Petrol,Automatic,First Owner,Individual,21.6,1498,103.1,214,5,15.49,12.73
Kia Seltos GTX+ 2016,Kia,Seltos,GTX+,2016,8,99782,Diesel,Automatic,Second Owner,Dealer,21.6,1493,85.9,209,5,19.65,9.51
Kia Sonet GTX+ 2014,Kia,Sonet,GTX+,2014,10,95834,Diesel,Automatic,First Owner,Trustmark Dealer,18.1,1493,95.7,230,5,15.99,7.56
Kia Seltos HTE 2014,Kia,Seltos,HTE,2014,10,100777,Petrol,Manual,Second Owner,Dealer,16.9,1497,108.4,200,5,10.9,4.04
Kia Carnival Premium 2022,Kia,Carnival,Premium,2022,2,19413,Diesel,Automatic,Second Owner,Dealer,25.8,2199,123.0,319,8,30.89,22.98
Skoda Slavia Active 2017,Skoda,Slavia,Active,2017,7,83166,Petrol,Manual,First Owner,Dealer,17.1,999,55.2,100,5,10.99,5.64
Volkswagen Taigun Topline 2015,Volkswagen,Taigun,Topline,2015,9,82029,Petrol,Automatic,Fourth & Above Owner,Individual,19.4,999,77.3,149,5,15.99,5.62
Hyundai i20 Asta 2013,Hyundai,i20,Asta,2013,11,198272,Petrol,Automatic,Fourth & Above Owner,Individual,20.1,1197,72.8,152,5,9.64,2.2
Hyundai Venue SX(O) 2018,Hyundai,Venue,SX(O),2018,6,51144,Diesel,Manual,First Owner,Dealer,25.1,1493,113.3,256,5,11.49,6.7
Maruti Swift ZXI 2016,Maruti,Swift,ZXI,2016,8,77788,Petrol,Manual,Fourth & Above Owner,Dealer,21.2,1197,76.6,160,5,7.99,2.9
Kia Seltos HTX 2017,Kia,Seltos,HTX,2017,7,84377,Petrol,Automatic,First Owner,Trustmark Dealer,17.2,1497,106.8,232,5,14.99,7.93
Honda City VX 2021,Honda,City,VX,2021,3,36021,Petrol,Automatic,Third Owner,Individual,21.1,1498,97.5,229,5,14.49,8.27
Honda City V 2016,Honda,City,V,2016,8,90614,Petrol,Manual,Second Owner,Individual,16.9,1498,88.2,195,5,11.89,5.06
Tata Harrier Smart 2021,Tata,Harrier,Smart,2021,3,34432,Diesel,Manual,First Owner,Individual,25.6,1956,114.7,264,5,15.49,11.13
Renault Triber RXZ 2015,Renault,Triber,RXZ,2015,9,79086,Petrol,Automatic,First Owner,Dealer,15.9,999,62.0,145,7,8.97,4.08
Skoda Kushaq Style 2022,Skoda,Kushaq,Style,2022,2,26713,Petrol,Automatic,Second Owner,Individual,18.8,1498,92.4,230,5,17.99,13.01
Honda Amaze S 2014,Honda,Amaze,S,2014,10,130946,Petrol,Manual,Second Owner,Dealer,20.4,1199,92.1,203,5,7.39,2.7
Volkswagen Polo Highline 2014,Volkswagen,Polo,Highline,2014,10,116455,Petrol,Manual,First Owner,Individual,20.5,999,79.3,197,5,9.59,3.75
Honda Amaze V 2018,Honda,Amaze,V,2018,6,65957,Petrol,Automatic,Third Owner,Dealer,14.4,1199,73.9,185,5,9.49,4.5
Honda City ZX 2021,Honda,City,ZX,2021,3,24313,Petrol,Automatic,First Owner,Individual,15.4,1498,115.4,214,5,15.49,11.45
MG Hector Smart 2021,MG,Hector,Smart,2021,3,29208,Petrol,Manual,First Owner,Individual,21.2,1451,104.7,210,5,14.72,10.84
Hyundai Santro Magna 2013,Hyundai,Santro,Magna,2013,11,135159,Petrol,Manual,Second Owner,Individual,17.8,1086,67.9,145,5,4.77,1.54
Maruti Baleno Alpha 2014,Maruti,Baleno,Alpha,2014,10,135698,Petrol,Automatic,Second Owner,Dealer,15.6,1197,82.9,198,5,9.45,3.26
Tata Tiago XM 2018,Tata,Tiago,XM,2018,6,43564,Petrol,Manual,First Owner,Individual,17.7,1199,89.6,222,5,6.2,3.46
Kia Seltos HTE 2014,Kia,Seltos,HTE,2014,10,121535,Petrol,Manual,First Owner,Individual,21.9,1497,100.7,244,5,10.9,4.33
Hyundai Creta SX 2021,Hyundai,Creta,SX,2021,3,52570,Petrol,Automatic,First Owner,Individual,18.3,1497,86.8,180,5,14.99,10.06
Kia Seltos HTE 2021,Kia,Seltos,HTE,2021,3,40925,Petrol,Manual,Third Owner,Dealer,17.2,1497,106.2,230,5,10.9,6.5
Tata Harrier Accomplished 2016,Tata,Harrier,Accomplished,2016,8,97348,Diesel,Automatic,Fourth & Above Owner,Individual,23.9,1956,141.5,276,5,22.49,8.33
Kia Carnival Premium 2022,Kia,Carnival,Premium,2022,2,24079,Diesel,Automatic,First Owner,Trustmark Dealer,20.4,2199,149.6,298,8,30.89,26.12
Maruti Ertiga ZXI+ 2017,Maruti,Ertiga,ZXI+,2017,7,84936,Petrol,Automatic,First Owner,Trustmark Dealer,16.6,1462,114.0,265,7,10.99,5.82
Toyota Glanza V 2022,Toyota,Glanza,V,2022,2,10672,Petrol,Automatic,First Owner,Individual,20.3,1197,69.7,147,5,8.99,6.99
Maruti Ertiga VXI 2014,Maruti,Ertiga,VXI,2014,10,142636,Petrol,Manual,First Owner,Individual,19.9,1462,103.3,206,7,8.35,3.0
BMW 3 Series 320d Sport 2016,BMW,3 Series,320d Sport,2016,8,63785,Diesel,Automatic,Fourth & Above Owner,Individual,19.5,1995,118.8,283,5,46.9,19.77
Hyundai Santro Sportz 2020,Hyundai,Santro,Sportz,2020,4,44373,Petrol,Manual,First Owner,Individual,21.1,1086,83.4,215,5,5.47,3.61
Maruti Dzire VXI 2020,Maruti,Dzire,VXI,2020,4,38630,Petrol,Manual,First Owner,Individual,21.6,1197,87.7,167,5,7.24,4.67
Honda City V 2017,Honda,City,V,2017,7,89505,Petrol,Manual,First Owner,Individual,18.8,1498,117.3,227,5,11.89,5.94
Skoda Kushaq Style 2023,Skoda,Kushaq,Style,2023,1,7028,Petrol,Automatic,First Owner,Individual,17.3,1498,97.7,243,5,17.99,15.53
Skoda Kushaq Style 2022,Skoda,Kushaq,Style,2022,2,12683,Petrol,Automatic,Second Owner,Individual,21.8,1498,83.3,157,5,17.99,12.72
Toyota Camry Hybrid 2020,Toyota,Camry,Hybrid,2020,4,49349,Hybrid,Automatic,First Owner,Individual,25.0,2487,195.5,448,5,44.95,32.4
Renault Triber RXZ 2013,Renault,Triber,RXZ,2013,11,122556,Petrol,Automatic,First Owner,Individual,14.1,999,60.9,131,7,8.97,3.26
Jeep Meridian Limited 2022,Jeep,Meridian,Limited,2022,2,27737,Diesel,Automatic,First Owner,Individual,19.8,1956,129.1,285,7,29.9,24.04
Toyota Innova Crysta GX 2015,Toyota,Innova Crysta,GX,2015,9,97468,Diesel,Manual,First Owner,Dealer,26.2,2393,148.8,299,7,19.77,10.28
Kia Carnival Premium 2015,Kia,Carnival,Premium,2015,9,91567,Diesel,Automatic,Second Owner,Individual,22.9,2199,131.4,251,8,30.89,14.16
Hyundai i20 Asta (O) 2023,Hyundai,i20,Asta (O),2023,1,10663,Diesel,Manual,First Owner,Dealer,20.5,1493,118.7,265,5,10.95,9.91
Hyundai Creta SX(O) 2019,Hyundai,Creta,SX(O),2019,5,77712,Diesel,Automatic,First Owner,Dealer,18.8,1493,112.2,289,5,18.99,12.19
MG ZS EV Excite 2020,MG,ZS EV,Excite,2020,4,42214,Electric,Automatic,Second Owner,Individual,392.7,0,113.2,250,5,22.58,14.05
Skoda Kushaq Active 2018,Skoda,Kushaq,Active,2018,6,42954,Petrol,Manual,Second Owner,Individual,16.0,999,55.9,140,5,10.89,5.59
Tata Altroz XZ+ 2023,Tata,Altroz,XZ+,2023,1,5354,Diesel,Manual,First Owner,Trustmark Dealer,21.2,1497,116.8,220,5,9.99,9.06
MG ZS EV Excite 2014,MG,ZS EV,Excite,2014,10,109406,Electric,Automatic,First Owner,Individual,305.8,0,87.2,278,5,22.58,10.55
Maruti WagonR LXI 2013,Maruti,WagonR,LXI,2013,11,122798,Petrol,Manual,Fourth & Above Owner,Individual,14.1,998,62.9,132,5,5.47,1.47
Mahindra XUV300 W6 2015,Mahindra,XUV300,W6,2015,9,110526,Petrol,Manual,Second Owner,Dealer,14.7,1197,80.3,201,5,9.99,3.92
Hyundai i20 Sportz 2023,Hyundai,i20,Sportz,2023,1,10852,Petrol,Manual,First Owner,Dealer,17.0,1197,76.0,172,5,8.64,7.67
Hyundai Tucson Platinum 2016,Hyundai,Tucson,Platinum,2016,8,85724,Diesel,Automatic,First Owner,Individual,25.2,1999,145.0,270,5,29.99,15.6
Hyundai Venue SX 2013,Hyundai,Venue,SX,2013,11,140296,Petrol,Automatic,First Owner,Dealer,21.8,1197,94.9,245,5,9.99,3.73
BMW 5 Series 520d Sport 2022,BMW,5 Series,520d Sport,2022,2,20979,Diesel,Automatic,First Owner,Individual,24.4,1995,131.2,257,5,65.9,53.42
Hyundai i20 Asta (O) 2018,Hyundai,i20,Asta (O),2018,6,103241,Diesel,Manual,First Owner,Individual,22.1,1493,113.6,287,5,10.95,5.61
Kia Seltos GTX+ 2013,Kia,Seltos,GTX+,2013,11,99949,Diesel,Automatic,First Owner,Dealer,24.8,1493,115.0,260,5,19.65,9.08
Tata Nexon Smart 2019,Tata,Nexon,Smart,2019,5,63364,Petrol,Manual,First Owner,Individual,20.4,1199,90.6,196,5,8.1,4.82
Jeep Meridian Limited 2018,Jeep,Meridian,Limited,2018,6,73202,Diesel,Automatic,First Owner,Individual,21.4,1956,108.9,213,7,29.9,17.52
BMW X1 sDrive20i 2015,BMW,X1,sDrive20i,2015,9,104667,Petrol,Automatic,First Owner,Individual,18.4,1998,115.9,260,5,45.9,24.77
Renault Triber RXZ 2021,Renault,Triber,RXZ,2021,3,39206,Petrol,Automatic,Second Owner,Individual,21.4,999,70.4,147,7,8.97,5.79
Maruti Swift VXI 2015,Maruti,Swift,VXI,2015,9,115183,Petrol,Manual,Third Owner,Individual,18.5,1197,83.7,172,5,6.99,2.35
Honda City V 2015,Honda,City,V,2015,9,109029,Petrol,Manual,First Owner,Trustmark Dealer,16.9,1498,97.8,207,5,11.89,5.36
Toyota Urban Cruiser Mid 2016,Toyota,Urban Cruiser,Mid,2016,8,99575,Petrol,Manual,First Owner,Individual,20.2,1462,88.4,221,5,10.33,4.65
Maruti Ertiga ZXI 2018,Maruti,Ertiga,ZXI,2018,6,73702,Petrol,Manual,Second Owner,Individual,18.9,1462,116.4,258,7,9.69,4.73
Jeep Meridian Limited 2014,Jeep,Meridian,Limited,2014,10,111166,Diesel,Automatic,First Owner,Individual,26.6,1956,138.2,255,7,29.9,13.47
MG Hector Sharp 2021,MG,Hector,Sharp,2021,3,29258,Petrol,Automatic,Second Owner,Individual,20.3,1451,89.7,188,5,18.99,12.45
Renault Kwid RXT 2021,Renault,Kwid,RXT,2021,3,30274,Petrol,Automatic,Second Owner,Dealer,18.4,999,64.4,122,5,5.9,3.91
Maruti WagonR LXI 2016,Maruti,WagonR,LXI,2016,8,118216,Petrol,Manual,Second Owner,Trustmark Dealer,15.5,998,55.3,113,5,5.47,2.2
Volkswagen Taigun Topline 2016,Volkswagen,Taigun,Topline,2016,8,95333,Petrol,Automatic,First Owner,Individual,21.3,999,67.1,170,5,15.99,8.45
Tata Tiago XZ+ 2023,Tata,Tiago,XZ+,2023,1,12444,Petrol,Automatic,First Owner,Dealer,15.9,1199,73.2,155,5,8.1,6.97
Toyota Urban Cruiser Mid 2016,Toyota,Urban Cruiser,Mid,2016,8,100439,Petrol,Manual,Second Owner,Individual,15.9,1462,87.6,203,5,10.33,4.36
Hyundai i20 Asta (O) 2023,Hyundai,i20,Asta (O),2023,1,16367,Diesel,Manual,First Owner,Dealer,24.6,1493,107.7,198,5,10.95,9.4
Maruti WagonR VXI 2016,Maruti,WagonR,VXI,2016,8,103052,Petrol,Manual,First Owner,Individual,16.3,998,78.0,190,5,5.99,2.8
Skoda Octavia Style 2019,Skoda,Octavia,Style,2019,5,61144,Petrol,Automatic,Second Owner,Trustmark Dealer,15.9,1498,84.7,171,5,26.29,15.44
Tata Harrier Accomplished 2017,Tata,Harrier,Accomplished,2017,7,91058,Diesel,Automatic,Third Owner,Individual,22.9,1956,108.1,207,5,22.49,10.19
Maruti Swift VXI 2015,Maruti,Swift,VXI,2015,9,83539,Petrol,Manual,First Owner,Dealer,18.9,1197,67.9,163,5,6.99,3.13
Mahindra Scorpio-N Z8 2017,Mahindra,Scorpio-N,Z8,2017,7,79500,Diesel,Automatic,Second Owner,Individual,18.2,2184,139.9,341,7,22.5,11.11
Hyundai i20 Sportz 2021,Hyundai,i20,Sportz,2021,3,25192,Petrol,Manual,First Owner,Trustmark Dealer,16.4,1197,69.2,162,5,8.64,6.35
Honda City ZX 2015,Honda,City,ZX,2015,9,125663,Petrol,Automatic,Second Owner,Dealer,19.8,1498,110.0,285,5,15.49,6.66
Kia Seltos HTE 2016,Kia,Seltos,HTE,2016,8,101109,Petrol,Manual,First Owner,Dealer,17.4,1497,116.8,297,5,10.9,5.29
Kia Sonet GTX+ 2022,Kia,Sonet,GTX+,2022,2,14835,Diesel,Automatic,First Owner,Individual,24.8,1493,113.7,249,5,15.99,13.06
Skoda Slavia Active 2014,Skoda,Slavia,Active,2014,10,106688,Petrol,Manual,Fourth & Above Owner,Individual,21.4,999,60.0,148,5,10.99,3.14
Maruti WagonR ZXI 2015,Maruti,WagonR,ZXI,2015,9,60364,Petrol,Automatic,Second Owner,Dealer,18.9,998,59.9,113,5,6.49,2.71
Jeep Compass Sport 2020,Jeep,Compass,Sport,2020,4,48832,Petrol,Manual,Third Owner,Individual,20.3,1368,97.4,177,5,19.95,11.53
Tata Altroz XE 2020,Tata,Altroz,XE,2020,4,29767,Petrol,Manual,First Owner,Individual,15.8,1199,82.5,193,5,6.6,4.32
Audi A4 Premium 2023,Audi,A4,Premium,2023,1,12136,Petrol,Automatic,First Owner,Dealer,14.5,1984,132.8,320,5,42.34,37.42
Skoda Kushaq Style 2017,Skoda,Kushaq,Style,2017,7,76445,Petrol,Automatic,Fourth & Above Owner,Dealer,18.8,1498,109.7,281,5,17.99,7.81
Honda City ZX 2018,Honda,City,ZX,2018,6,63388,Petrol,Automatic,First Owner,Dealer,17.7,1498,108.2,273,5,15.49,9.61
Audi Q5 Premium 2021,Audi,Q5,Premium,2021,3,32944,Petrol,Automatic,First Owner,Trustmark Dealer,19.6,1984,119.7,258,5,67.81,53.78
Hyundai Creta S 2015,Hyundai,Creta,S,2015,9,123449,Petrol,Manual,Third Owner,Individual,18.6,1497,105.5,213,5,12.5,4.26
Tata Harrier Adventure 2020,Tata,Harrier,Adventure,2020,4,49917,Diesel,Manual,Second Owner,Individual,26.3,1956,125.5,322,5,17.99,11.02
MG ZS EV Exclusive 2015,MG,ZS EV,Exclusive,2015,9,104344,Electric,Automatic,Second Owner,Individual,408.3,0,121.7,270,5,25.58,11.56
Mahindra Scorpio-N Z8 2019,Mahindra,Scorpio-N,Z8,2019,5,53521,Diesel,Automatic,Second Owner,Trustmark Dealer,20.5,2184,163.5,398,7,22.5,13.38
Honda Amaze VX 2016,Honda,Amaze,VX,2016,8,50120,Diesel,Manual,Second Owner,Individual,23.8,1498,101.2,186,5,10.49,4.48
Mercedes E-Class Progressive 2020,Mercedes,E-Class,Progressive,2020,4,69168,Petrol,Automatic,Second Owner,Individual,19.3,1991,133.3,304,5,77.5,47.06
Toyota Glanza V 2019,Toyota,Glanza,V,2019,5,34759,Petrol,Automatic,Second Owner,Individual,15.4,1197,95.3,209,5,8.99,4.81
Tata Tiago XE 2018,Tata,Tiago,XE,2018,6,69459,Petrol,Manual,Second Owner,Individual,16.9,1199,70.8,149,5,5.4,2.71
Hyundai Tucson Platinum 2022,Hyundai,Tucson,Platinum,2022,2,27427,Diesel,Automatic,First Owner,Individual,20.3,1999,120.0,283,5,29.99,23.96
Kia Carnival Premium 2014,Kia,Carnival,Premium,2014,10,77747,Diesel,Automatic,Second Owner,Dealer,18.4,2199,170.8,318,8,30.89,13.42
BMW X1 sDrive20i 2017,BMW,X1,sDrive20i,2017,7,80213,Petrol,Automatic,Second Owner,Individual,17.9,1998,154.7,334,5,45.9,24.17
Toyota Innova Crysta VX 2022,Toyota,Innova Crysta,VX,2022,2,13649,Diesel,Automatic,First Owner,Individual,20.9,2393,137.1,343,7,24.64,19.81
Jeep Compass Sport 2021,Jeep,Compass,Sport,2021,3,42561,Petrol,Manual,Third Owner,Individual,18.3,1368,83.4,184,5,19.95,11.92
MG Hector Smart 2019,MG,Hector,Smart,2019,5,43716,Petrol,Manual,Second Owner,Trustmark Dealer,17.9,1451,97.1,211,5,14.72,8.45
Kia Sonet HTE 2018,Kia,Sonet,HTE,2018,6,61880,Petrol,Manual,Second Owner,Dealer,15.0,1197,68.3,144,5,7.99,4.29
Tata Nexon Pure 2022,Tata,Nexon,Pure,2022,2,11122,Petrol,Manual,Second Owner,Individual,14.2,1199,94.6,213,5,9.5,6.84
Maruti Swift ZXI+ 2017,Maruti,Swift,ZXI+,2017,7,88913,Petrol,Automatic,Second Owner,Individual,20.7,1197,74.0,172,5,8.79,3.86
Volkswagen Virtus Comfortline 2017,Volkswagen,Virtus,Comfortline,2017,7,65446,Petrol,Manual,First Owner,Individual,19.4,999,62.0,159,5,11.99,6.34
Skoda Slavia Ambition 2016,Skoda,Slavia,Ambition,2016,8,100681,Petrol,Automatic,Third Owner,Individual,17.8,999,79.5,171,5,14.49,5.6
Renault Duster RXE 2015,Renault,Duster,RXE,2015,9,108072,Petrol,Manual,First Owner,Individual,16.2,1498,99.9,194,5,9.99,4.22
Maruti Ertiga ZXI+ 2021,Maruti,Ertiga,ZXI+,2021,3,23947,Petrol,Automatic,Third Owner,Individual,21.6,1462,82.1,163,7,10.99,6.47
Renault Kwid STD 2021,Renault,Kwid,STD,2021,3,33477,Petrol,Manual,Second Owner,Dealer,18.6,799,57.7,105,5,4.7,3.15
Maruti Dzire ZXI 2018,Maruti,Dzire,ZXI,2018,6,81949,Petrol,Automatic,Third Owner,Dealer,15.0,1197,73.1,133,5,8.99,4.24
Hyundai Venue SX 2015,Hyundai,Venue,SX,2015,9,88420,Petrol,Automatic,First Owner,Trustmark Dealer,19.6,1197,87.0,188,5,9.99,4.62
Kia Seltos HTX 2015,Kia,Seltos,HTX,2015,9,93116,Petrol,Automatic,First Owner,Individual,19.4,1497,104.7,197,5,14.99,6.65
Skoda Octavia Style 2023,Skoda,Octavia,Style,2023,1,9139,Petrol,Automatic,First Owner,Trustmark Dealer,21.0,1498,87.4,197,5,26.29,23.07
Volkswagen Taigun Comfortline 2016,Volkswagen,Taigun,Comfortline,2016,8,75350,Petrol,Manual,First Owner,Individual,17.9,999,77.6,201,5,11.55,5.62
Maruti Alto K10 LXI 2021,Maruti,Alto K10,LXI,2021,3,37117,Petrol,Manual,Third Owner,Individual,17.8,796,49.1,99,5,4.34,2.61
Mercedes C-Class Progressive 2013,Mercedes,C-Class,Progressive,2013,11,72662,Petrol,Automatic,Second Owner,Dealer,21.7,1496,99.0,190,5,55.0,25.44
Hyundai Santro Magna 2017,Hyundai,Santro,Magna,2017,7,61409,Petrol,Manual,First Owner,Dealer,16.8,1086,78.7,197,5,4.77,2.6
Toyota Urban Cruiser Mid 2013,Toyota,Urban Cruiser,Mid,2013,11,109448,Petrol,Manual,First Owner,Trustmark Dealer,21.3,1462,86.1,211,5,10.33,4.02
Tata Harrier Accomplished 2016,Tata,Harrier,Accomplished,2016,8,38432,Diesel,Automatic,Second Owner,Individual,24.4,1956,151.8,333,5,22.49,10.67
Hyundai i20 Sportz 2020,Hyundai,i20,Sportz,2020,4,64767,Petrol,Manual,Second Owner,Individual,20.0,1197,87.5,227,5,8.64,5.0
Maruti WagonR LXI 2018,Maruti,WagonR,LXI,2018,6,69174,Petrol,Manual,Fourth & Above Owner,Dealer,20.1,998,57.7,142,5,5.47,2.24
Renault Kwid STD 2021,Renault,Kwid,STD,2021,3,18004,Petrol,Manual,First Owner,Trustmark Dealer,20.2,799,54.4,126,5,4.7,3.62
Toyota Glanza E 2017,Toyota,Glanza,E,2017,7,109682,Petrol,Manual,Fourth & Above Owner,Individual,21.9,1197,75.0,141,5,6.85,2.29
Hyundai i20 Asta (O) 2020,Hyundai,i20,Asta (O),2020,4,50798,Diesel,Manual,First Owner,Dealer,25.5,1493,113.4,270,5,10.95,7.61
Hyundai Creta SX(O) 2022,Hyundai,Creta,SX(O),2022,2,19807,Diesel,Automatic,Second Owner,Dealer,26.5,1493,89.9,204,5,18.99,14.05
Jeep Meridian Limited 2017,Jeep,Meridian,Limited,2017,7,77660,Diesel,Automatic,Second Owner,Trustmark Dealer,25.0,1956,122.4,311,7,29.9,16.22
Maruti Dzire VXI 2013,Maruti,Dzire,VXI,2013,11,146740,Petrol,Manual,Second Owner,Individual,16.8,1197,79.9,197,5,7.24,2.2
Maruti Baleno Delta 2013,Maruti,Baleno,Delta,2013,11,141717,Petrol,Manual,Fourth & Above Owner,Individual,19.1,1197,83.8,199,5,7.45,1.84
Hyundai Creta E 2021,Hyundai,Creta,E,2021,3,33122,Petrol,Manual,Second Owner,Individual,14.3,1497,87.5,176,5,10.87,7.2
Renault Duster RXE 2017,Renault,Duster,RXE,2017,7,73646,Petrol,Manual,Third Owner,Individual,22.0,1498,92.0,219,5,9.99,4.2
Toyota Fortuner 4x2 MT 2018,Toyota,Fortuner,4x2 MT,2018,6,76114,Diesel,Manual,First Owner,Dealer,19.8,2755,182.4,403,7,33.43,20.48
Maruti Alto K10 VXI 2022,Maruti,Alto K10,VXI,2022,2,30717,Petrol,Manual,Second Owner,Dealer,15.3,796,49.2,91,5,4.79,3.35
Hyundai Creta SX(O) 2020,Hyundai,Creta,SX(O),2020,4,36797,Diesel,Automatic,First Owner,Individual,19.1,1493,92.5,217,5,18.99,12.99
Tata Nexon Creative 2023,Tata,Nexon,Creative,2023,1,12347,Diesel,Automatic,First Owner,Dealer,22.5,1497,98.2,202,5,15.4,13.87
Tata Altroz XZ 2022,Tata,Altroz,XZ,2022,2,28844,Petrol,Manual,First Owner,Individual,20.7,1199,80.6,197,5,8.4,6.38
Tata Tiago XZ+ 2018,Tata,Tiago,XZ+,2018,6,62235,Petrol,Automatic,First Owner,Individual,14.3,1199,86.6,174,5,8.1,4.64
Tata Harrier Smart 2019,Tata,Harrier,Smart,2019,5,45859,Diesel,Manual,First Owner,Dealer,26.0,1956,124.8,259,5,15.49,10.4
Mahindra Scorpio-N Z2 2022,Mahindra,Scorpio-N,Z2,2022,2,19361,Petrol,Manual,Second Owner,Individual,19.7,1997,148.0,362,7,13.85,9.82
Mahindra XUV300 W8 2021,Mahindra,XUV300,W8,2021,3,34278,Diesel,Manual,Second Owner,Individual,19.6,1497,91.0,165,5,12.99,8.14
Mahindra XUV700 MX 2016,Mahindra,XUV700,MX,2016,8,93317,Petrol,Manual,First Owner,Individual,21.9,1997,132.6,343,7,13.99,6.63
